,Year_Site,Year_JulianDay_Site,Year_Round_Site,Site,Year_Round,Year,Year_JulianDay,HabitatType,Round,Flwr_Rich,Flwr_cov_perc,Bee_rich,Bee_abun,Abun_BB,Abun_SB,Notes,JulianDay,SumDD5,Treatment,YearMA,Treatment_Year,BterrAbun,BBAbun_notBterr,Blap,BBAbun_notBlap,LandscapeFlwrCov,LastYearAvgLFC,CumulativeLFC,LastYearCumulativeLFC
1302,2020_R2,2020_204_R2,2020_3_R2,R2,2020_3,2020,2020_204,Road Verge,3,12,1.238738727,8,72,6,58,,204,1315.6,MA,2020,MA_2020,0,6,3,3,0.090328813,0.132426166,11.04180394,12.76743435
1327,2020_R9,2020_204_R9,2020_3_R9,R9,2020_3,2020,2020_204,Road Verge,3,12,0.07418398,1,1,0,0,,204,1315.6,CIL,NA,CIL_NA,0,0,0,0,0.006454186,0.003525735,0.212251392,0.315457334
1331,2020_S1,2020_204_S1,2020_3_S1,S1,2020_3,2020,2020_204,Species Rich Grassland,3,18,0.95967578,11,49,21,9,,204,1315.6,CIL,NA,CIL_NA,0,21,21,0,0.078037932,0.119911912,9.44721474,10.71128356
1364,2020_W10,2020_204_W10,2020_3_W10,W10,2020_3,2020,2020_204,Water Retention Site,3,5,0.028432467,6,60,3,54,,204,1315.6,MA,2020,MA_2020,0,3,0,3,0.008465819,0.005866882,0.441636469,0.546719851
1413,2020_W6,2020_204_W6,2020_3_W6,W6,2020_3,2020,2020_204,Water Retention Site,3,8,0.257589967,2,4,1,0,,204,1315.6,CIL,NA,CIL_NA,0,1,1,0,0.067270574,0.094201367,8.323244112,9.832934049
1419,2020_W8,2020_204_W8,2020_3_W8,W8,2020_3,2020,2020_204,Water Retention Site,3,12,0.3451473,6,16,11,4,,204,1315.6,CIL,NA,CIL_NA,4,7,4,7,0.011413215,0.009080679,0.699276218,0.884634998
1424,2020_W9,2020_204_W9,2020_3_W9,W9,2020_3,2020,2020_204,Water Retention Site,3,10,0.22718562,7,15,1,13,,204,1315.6,CIL,NA,CIL_NA,0,1,1,0,0.008560269,0.005753149,0.44305334,0.53373381
965,2020_CF4,2020_205_CF4,2020_3_CF4,CF4,2020_3,2020,2020_205,Field Margin,3,5,0.0142744,0,0,0,0,,205,1329.8,COL,NA,COL_NA,0,0,0,0,0.004664262,0.002359662,0.15635119,0.226810892
967,2020_CF5,2020_205_CF5,2020_3_CF5,CF5,2020_3,2020,2020_205,Field Margin,3,7,0.019613333,2,2,1,0,,205,1329.8,COL,NA,COL_NA,0,1,0,1,0.024264788,0.034209075,2.571659088,3.084305027
969,2020_CF6,2020_205_CF6,2020_3_CF6,CF6,2020_3,2020,2020_205,Field Margin,3,6,0.019028833,2,2,1,1,,205,1329.8,COL,NA,COL_NA,0,1,1,0,0.019688741,0.023484324,1.717761535,2.068254478
974,2020_CF7,2020_205_CF7,2020_3_CF7,CF7,2020_3,2020,2020_205,Field Margin,3,5,0.090093467,3,9,6,1,,205,1329.8,COL,NA,COL_NA,0,6,6,0,0.009182984,0.009219469,0.663794319,0.836422884
1032,2020_CP9,2020_205_CP9,2020_3_CP9,CP9,2020_3,2020,2020_205,Pasture,3,7,0.079726867,1,1,1,0,,205,1329.8,COL,NA,COL_NA,0,1,1,0,0.014980841,0.01306935,0.805411335,0.987958759
1044,2020_CR3,2020_205_CR3,2020_3_CR3,CR3,2020_3,2020,2020_205,Road Verge,3,7,0.049392267,1,2,0,2,,205,1329.8,COL,NA,COL_NA,0,0,0,0,0.008272509,0.004164308,0.259305007,0.388981865
1047,2020_CR4,2020_205_CR4,2020_3_CR4,CR4,2020_3,2020,2020_205,Road Verge,3,9,1.108134047,5,18,2,4,,205,1329.8,COL,NA,COL_NA,0,2,2,0,0.006780581,0.005659729,0.388190122,0.486865163
1052,2020_CR5,2020_205_CR5,2020_3_CR5,CR5,2020_3,2020,2020_205,Road Verge,3,11,0.125109467,4,10,7,3,,205,1329.8,COL,NA,COL_NA,0,7,0,7,0.009833908,0.010869478,0.782453092,0.954563225
1054,2020_CR6,2020_205_CR6,2020_3_CR6,CR6,2020_3,2020,2020_205,Road Verge,3,15,0.130748533,3,3,1,2,,205,1329.8,COL,NA,COL_NA,0,1,0,1,0.015040885,0.013098319,0.80747372,0.990617115
1076,2020_CW2,2020_205_CW2,2020_3_CW2,CW2,2020_3,2020,2020_205,Water Retention Site,3,15,0.095137753,2,4,0,1,,205,1329.8,COL,NA,COL_NA,0,0,0,0,0.028626903,0.033616656,2.462955833,2.998444519
1123,2020_F19,2020_205_F19,2020_3_F19,F19,2020_3,2020,2020_205,Field Margin,3,11,0.063035,4,7,0,6,,205,1329.8,CIL,NA,CIL_NA,0,0,0,0,0.018537726,0.027176679,2.128616693,2.48454886
1261,2020_P7,2020_205_P7,2020_3_P7,P7,2020_3,2020,2020_205,Pasture,3,13,0.500080953,5,22,7,6,,205,1329.8,CIL,NA,CIL_NA,0,7,3,4,0.02126622,0.032072018,2.502696337,2.924133361
1267,2020_P9,2020_205_P9,2020_3_P9,P9,2020_3,2020,2020_205,Pasture,3,11,0.577526713,2,4,0,1,,205,1329.8,MA,2020,MA_2020,0,0,0,0,0.044654975,0.069940281,5.147138583,6.019977683
1271,2020_R1,2020_205_R1,2020_3_R1,R1,2020_3,2020,2020_205,Road Verge,3,19,1.33965944,1,8,8,0,,205,1329.8,CIL,NA,CIL_NA,0,8,0,8,0.043229601,0.065565161,4.830674258,5.658693557
1412,2020_W5,2020_205_W5,2020_3_W5,W5,2020_3,2020,2020_205,Water Retention Site,3,19,0.412318967,8,65,1,55,,205,1329.8,CIL,NA,CIL_NA,0,1,1,0,0.047917727,0.075730876,5.592790124,6.541578205
1417,2020_W7,2020_205_W7,2020_3_W7,W7,2020_3,2020,2020_205,Water Retention Site,3,6,0.036475227,3,7,0,2,,205,1329.8,MA,2020,MA_2020,0,0,0,0,0.026679946,0.040608603,3.047221874,3.631010107
1689,2021_P11,2021_123_P11,2021_1_P11,P11,2021_1,2021,2021_123,Pasture,1,12,0.281026874,3,4,1,3,,123,248.1,CIL,NA,CIL_NA,0,1,0,1,0.226346443,NA,0.226346443,7.896358349
1693,2021_P12,2021_123_P12,2021_1_P12,P12,2021_1,2021,2021_123,Pasture,1,8,1.392773715,4,11,0,11,,123,248.1,CIL,NA,CIL_NA,0,0,0,0,0.277878096,NA,0.277878096,12.78095695
1757,2021_R12,2021_123_R12,2021_1_R12,R12,2021_1,2021,2021_123,Road Verge,1,9,0.486679092,4,5,1,4,,123,248.1,MA,2020,MA_2020,0,1,0,1,0.265124338,NA,0.265124338,12.22140189
1788,2021_R4,2021_123_R4,2021_1_R4,R4,2021_1,2021,2021_123,Road Verge,1,17,0.750998309,1,5,5,0,,123,248.1,MA,2020,MA_2020,0,5,0,5,0.282232967,NA,0.282232967,14.46957192
1883,2021_W3,2021_123_W3,2021_1_W3,W3,2021_1,2021,2021_123,Water Retention Site,1,13,0.513190917,18,32,1,31,,123,248.1,MA,2020,MA_2020,0,1,0,1,0.298048552,NA,0.298048552,14.9734652
1456,2021_CF9,2021_128_CF9,2021_1_CF9,CF9,2021_1,2021,2021_128,Field Margin,1,9,0.052859058,1,1,1,0,,128,266.6,COL,NA,COL_NA,0,1,0,1,0.032583775,NA,0.091822785,2.090434589
1496,2021_CP4,2021_128_CP4,2021_1_CP4,CP4,2021_1,2021,2021_128,Pasture,1,5,0.011861712,0,0,0,0,,128,266.6,COL,NA,COL_NA,0,0,0,0,0.138067078,NA,0.390800543,8.824261608
1460,2021_CH1,2021_129_CH1,2021_1_CH1,CH1,2021_1,2021,2021_129,Hedge,1,4,0.022143187,0,0,0,0,,129,282.6,COL,NA,COL_NA,0,0,0,0,0.020352337,NA,0.075265379,1.256683799
1473,2021_CH7,2021_129_CH7,2021_1_CH7,CH7,2021_1,2021,2021_129,Hedge,1,6,1.126638147,3,3,2,1,,129,282.6,COL,NA,COL_NA,1,1,0,2,0.075181691,NA,0.267176847,5.719534379
1476,2021_CH8,2021_129_CH8,2021_1_CH8,CH8,2021_1,2021,2021_129,Hedge,1,4,0.405792787,2,2,0,2,,129,282.6,COL,NA,COL_NA,0,0,0,0,0.097924031,NA,0.354633605,7.137328148
1636,2021_H1,2021_129_H1,2021_1_H1,H1,2021_1,2021,2021_129,Hedge,1,6,0.084320793,3,4,3,1,,129,282.6,CIL,NA,CIL_NA,0,3,0,3,0.140331709,NA,0.510561321,10.11263796
1639,2021_H10,2021_129_H10,2021_1_H10,H10,2021_1,2021,2021_129,Hedge,1,5,0.12228074,3,4,1,3,,129,282.6,MA,2020,MA_2020,0,1,0,1,0.069583922,NA,0.261984593,4.503371172
1673,2021_H6,2021_129_H6,2021_1_H6,H6,2021_1,2021,2021_129,Hedge,1,5,0.035663733,3,3,2,1,,129,282.6,CIL,NA,CIL_NA,1,1,0,2,0.142140888,NA,0.537612759,9.425966836
1677,2021_H8,2021_129_H8,2021_1_H8,H8,2021_1,2021,2021_129,Hedge,1,5,0.060307753,3,3,2,1,,129,282.6,CIL,NA,CIL_NA,0,2,1,1,0.087184635,NA,0.316794855,6.19463737
1680,2021_H9,2021_129_H9,2021_1_H9,H9,2021_1,2021,2021_129,Hedge,1,8,0.156205987,3,3,1,2,,129,282.6,MA,2020,MA_2020,1,0,0,1,0.151504982,NA,0.580911886,9.636855357
1462,2021_CH2,2021_130_CH2,2021_1_CH2,CH2,2021_1,2021,2021_130,Hedge,1,4,0.03761936,0,0,0,0,,130,295,COL,NA,COL_NA,0,0,0,0,0.029910084,NA,0.14317893,1.930340337
1466,2021_CH4,2021_130_CH4,2021_1_CH4,CH4,2021_1,2021,2021_130,Hedge,1,2,0.656840467,3,4,2,2,,130,295,COL,NA,COL_NA,0,2,0,2,0.022018106,NA,0.10390505,1.425242826
1480,2021_CH9,2021_130_CH9,2021_1_CH9,CH9,2021_1,2021,2021_130,Hedge,1,6,0.0752259,3,4,3,1,,130,295,COL,NA,COL_NA,1,2,0,3,0.006560431,NA,0.026241724,0.377549021
1524,2021_CR4,2021_130_CR4,2021_1_CR4,CR4,2021_1,2021,2021_130,Road Verge,1,12,0.047335946,2,2,0,2,,130,295,COL,NA,COL_NA,0,0,0,0,0.00671441,NA,0.028243849,0.394970704
1581,2021_F13,2021_130_F13,2021_1_F13,F13,2021_1,2021,2021_130,Field Margin,1,7,1.040088056,5,6,2,4,,130,295,MA,2020,MA_2020,0,2,2,0,0.012682343,NA,0.050729372,0.720962463
1597,2021_F18,2021_130_F18,2021_1_F18,F18,2021_1,2021,2021_130,Field Margin,1,13,0.184305279,0,0,0,0,,130,295,CIL,NA,CIL_NA,0,0,0,0,0.008280423,NA,0.033121692,0.474191773
1647,2021_H13,2021_130_H13,2021_1_H13,H13,2021_1,2021,2021_130,Hedge,1,5,0.168921067,2,3,0,3,,130,295,MA,2020,MA_2020,0,0,0,0,0.01353408,NA,0.056898369,0.831379153
1676,2021_H7,2021_130_H7,2021_1_H7,H7,2021_1,2021,2021_130,Hedge,1,5,0.071225933,4,5,1,4,,130,295,CIL,NA,CIL_NA,0,1,0,1,0.026715417,NA,0.128190374,1.686627972
1702,2021_P17,2021_130_P17,2021_1_P17,P17,2021_1,2021,2021_130,Pasture,1,10,1.003484178,3,3,1,2,,130,295,CIL,NA,CIL_NA,0,1,1,0,0.107422297,NA,0.429727579,10.79525919
1801,2021_R8,2021_130_R8,2021_1_R8,R8,2021_1,2021,2021_130,Road Verge,1,17,0.762685201,0,0,0,0,,130,295,CIL,NA,CIL_NA,0,0,0,0,0.008421865,NA,0.03368746,0.482296263
1866,2021_W19,2021_130_W19,2021_1_W19,W19,2021_1,2021,2021_130,Water Retention Site,1,12,0.865133781,5,7,1,6,,130,295,MA,2020,MA_2020,0,1,1,0,0.017562307,NA,0.078100588,1.058952477
1895,2021_W7,2021_130_W7,2021_1_W7,W7,2021_1,2021,2021_130,Water Retention Site,1,16,0.220252037,3,3,1,2,,130,295,MA,2020,MA_2020,0,1,0,1,0.048951857,NA,0.233645479,3.073901819
1441,2021_CF4,2021_131_CF4,2021_1_CF4,CF4,2021_1,2021,2021_131,Field Margin,1,1,0.003180863,0,0,0,0,,131,303.5,COL,NA,COL_NA,0,0,0,0,0.002857521,NA,0.013257553,0.161015445
1642,2021_H11,2021_131_H11,2021_1_H11,H11,2021_1,2021,2021_131,Hedge,1,2,0.002937653,1,1,0,1,,131,303.5,MA,2020,MA_2020,0,0,0,0,0.107705696,NA,0.553919233,7.201599164
1661,2021_H2,2021_131_H2,2021_1_H2,H2,2021_1,2021,2021_131,Hedge,1,4,0.034624533,2,3,3,0,,131,303.5,CIL,NA,CIL_NA,1,2,0,3,0.009440932,NA,0.047411205,0.516570803
1662,2021_H3,2021_131_H3,2021_1_H3,H3,2021_1,2021,2021_131,Hedge,1,3,0.076712,5,7,6,1,,131,303.5,MA,2020,MA_2020,3,3,1,5,0.015044939,NA,0.076102148,0.827528191
1667,2021_H4,2021_131_H4,2021_1_H4,H4,2021_1,2021,2021_131,Hedge,1,4,0.011343347,1,1,1,0,,131,303.5,CIL,NA,CIL_NA,0,1,0,1,0.106022493,NA,0.546986174,6.734019465
1670,2021_H5,2021_131_H5,2021_1_H5,H5,2021_1,2021,2021_131,Hedge,1,3,0.019650667,2,2,0,2,,131,303.5,MA,2020,MA_2020,0,0,0,0,0.078402484,NA,0.407341163,4.319001161
1771,2021_R17,2021_131_R17,2021_2_R17,R17,2021_2,2021,2021_131,Road Verge,2,13,0.466792642,2,6,6,0,,131,303.5,CIL,NA,CIL_NA,0,6,2,4,0.094661825,NA,0.490452913,5.392232706
1425,2021_CF1,2021_132_CF1,2021_1_CF1,CF1,2021_1,2021,2021_132,Field Margin,1,18,0.344523754,4,4,3,1,,132,311.2,COL,NA,COL_NA,1,2,1,2,0.03753226,NA,0.228864419,2.420346432
1438,2021_CF3,2021_132_CF3,2021_1_CF3,CF3,2021_1,2021,2021_132,Field Margin,1,10,0.490374492,4,7,0,7,,132,311.2,COL,NA,COL_NA,0,0,0,0,0.019531418,NA,0.116930164,1.136853063
1447,2021_CF6,2021_132_CF6,2021_1_CF6,CF6,2021_1,2021,2021_132,Field Margin,1,5,0.010051086,10,29,2,27,,132,311.2,COL,NA,COL_NA,0,2,0,2,0.031595464,NA,0.190221565,1.73745028
1482,2021_CP1,2021_132_CP1,2021_1_CP1,CP1,2021_1,2021,2021_132,Pasture,1,11,0.387297235,6,18,0,18,,132,311.2,COL,NA,COL_NA,0,0,0,0,0.090794722,NA,0.553620478,5.367309358
1489,2021_CP2,2021_132_CP2,2021_1_CP2,CP2,2021_1,2021,2021_132,Pasture,1,6,0.375249896,3,3,1,2,,132,311.2,COL,NA,COL_NA,0,1,0,1,0.088587887,NA,0.535171365,5.187241132
1506,2021_CP8,2021_132_CP8,2021_1_CP8,CP8,2021_1,2021,2021_132,Pasture,1,10,0.291777833,3,3,0,3,,132,311.2,COL,NA,COL_NA,0,0,0,0,0.106882667,NA,0.646172276,6.687972663
1512,2021_CR1,2021_132_CR1,2021_1_CR1,CR1,2021_1,2021,2021_132,Road Verge,1,12,0.326285989,14,62,4,58,,132,311.2,COL,NA,COL_NA,3,1,0,4,0.095253797,NA,0.584330167,5.265720524
1522,2021_CR3,2021_132_CR3,2021_1_CR3,CR3,2021_1,2021,2021_132,Road Verge,1,8,0.124911336,1,1,1,0,,132,311.2,COL,NA,COL_NA,0,1,0,1,0.00572565,NA,0.030151267,0.267577517
1542,2021_CW1,2021_132_CW1,2021_1_CW1,CW1,2021_1,2021,2021_132,Water Retention Site,1,10,0.109757426,3,19,0,19,,132,311.2,COL,NA,COL_NA,0,0,0,0,0.080976712,NA,0.494129515,4.924944017
1601,2021_F19,2021_132_F19,2021_1_F19,F19,2021_1,2021,2021_132,Field Margin,1,20,0.532245051,6,8,2,6,,132,311.2,CIL,NA,CIL_NA,2,0,0,2,0.038889562,NA,0.234271041,2.147154421
1737,2021_P7,2021_132_P7,2021_1_P7,P7,2021_1,2021,2021_132,Pasture,1,8,0.099515918,2,2,1,1,,132,311.2,CIL,NA,CIL_NA,0,1,1,0,0.045733604,NA,0.276734986,2.523962561
1753,2021_R11,2021_132_R11,2021_1_R11,R11,2021_1,2021,2021_132,Road Verge,1,13,0.027738058,0,0,0,0,,132,311.2,CIL,NA,CIL_NA,0,0,0,0,0.108039573,NA,0.664611765,5.939164668
1444,2021_CF5,2021_133_CF5,2021_1_CF5,CF5,2021_1,2021,2021_133,Field Margin,1,11,0.202199231,3,3,1,2,,133,317.8,COL,NA,COL_NA,0,1,0,1,0.058345287,NA,0.349297622,2.595923874
1451,2021_CF7,2021_133_CF7,2021_1_CF7,CF7,2021_1,2021,2021_133,Field Margin,1,5,0.073453184,4,5,3,2,,133,317.8,COL,NA,COL_NA,1,2,2,1,0.014542246,NA,0.090863023,0.672977303
1493,2021_CP3,2021_133_CP3,2021_1_CP3,CP3,2021_1,2021,2021_133,Pasture,1,9,0.092542453,1,1,0,1,,133,317.8,COL,NA,COL_NA,0,0,0,0,0.029717368,NA,0.184679894,1.382408973
1505,2021_CP7,2021_133_CP7,2021_1_CP7,CP7,2021_1,2021,2021_133,Pasture,1,8,0.558961245,2,2,0,2,,133,317.8,COL,NA,COL_NA,0,0,0,0,0.078166876,NA,0.470719304,3.5435955
1511,2021_CP9,2021_133_CP9,2021_1_CP9,CP9,2021_1,2021,2021_133,Pasture,1,8,0.5253444,4,7,0,7,,133,317.8,COL,NA,COL_NA,0,0,0,0,0.013352904,NA,0.092951,0.820392178
1520,2021_CR2,2021_133_CR2,2021_1_CR2,CR2,2021_1,2021,2021_133,Road Verge,1,10,0.417039465,1,1,1,0,,133,317.8,COL,NA,COL_NA,0,1,0,1,0.134762742,NA,0.806428596,6.005726532
1531,2021_CR6,2021_133_CR6,2021_1_CR6,CR6,2021_1,2021,2021_133,Road Verge,1,11,0.114128889,2,2,0,2,,133,317.8,COL,NA,COL_NA,0,0,0,0,0.013395649,NA,0.093259441,0.822514602
1533,2021_CR7,2021_133_CR7,2021_1_CR7,CR7,2021_1,2021,2021_133,Road Verge,1,8,0.94376241,2,6,5,1,,133,317.8,COL,NA,COL_NA,5,0,0,5,0.007995569,NA,0.056986845,0.467093657
1553,2021_CW2,2021_133_CW2,2021_1_CW2,CW2,2021_1,2021,2021_133,Water Retention Site,1,15,0.612998455,2,4,0,4,,133,317.8,COL,NA,COL_NA,0,0,0,0,0.053582124,NA,0.328133841,2.49158274
1554,2021_CW4,2021_133_CW4,2021_1_CW4,CW4,2021_1,2021,2021_133,Water Retention Site,1,9,0.036558258,1,1,0,1,,133,317.8,COL,NA,COL_NA,0,0,0,0,0.013316263,NA,0.088966719,0.703814744
1595,2021_F17,2021_133_F17,2021_1_F17,F17,2021_1,2021,2021_133,Field Margin,1,10,0.168912785,1,1,0,1,,133,317.8,CIL,NA,CIL_NA,0,0,0,0,0.003104856,NA,0.022390576,0.165986933
1877,2021_W21,2021_133_W21,2021_1_W21,W21,2021_1,2021,2021_133,Water Retention Site,1,12,0.531512413,6,6,1,5,,133,317.8,MA,2020,MA_2020,0,1,0,1,0.049352152,NA,0.302469992,2.28113044
1571,2021_F1,2021_134_F1,2021_1_F1,F1,2021_1,2021,2021_134,Field Margin,1,14,2.086993416,1,1,0,1,,134,323.7,MA,2021,MA_2021,0,0,0,0,0.00970629,NA,0.068502013,0.453941362
1602,2021_F2,2021_134_F2,2021_1_F2,F2,2021_1,2021,2021_134,Field Margin,1,13,1.708796167,8,17,11,6,,134,323.7,CIL,NA,CIL_NA,5,6,1,10,0.020886494,NA,0.144454741,0.934425903
1729,2021_P4,2021_134_P4,2021_1_P4,P4,2021_1,2021,2021_134,Pasture,1,11,0.304039562,5,6,1,5,,134,323.7,CIL,NA,CIL_NA,0,1,1,0,0.222530125,NA,1.654201489,15.94543354
1731,2021_P5,2021_134_P5,2021_1_P5,P5,2021_1,2021,2021_134,Pasture,1,7,2.08930889,4,8,0,8,,134,323.7,CIL,NA,CIL_NA,0,0,0,0,0.161842424,NA,1.166720368,9.310858378
1758,2021_R13,2021_134_R13,2021_1_R13,R13,2021_1,2021,2021_134,Road Verge,1,5,0.041749265,0,0,0,0,,134,323.7,CIL,NA,CIL_NA,0,0,0,0,0.022249113,NA,0.158162907,1.008779523
1818,2021_S4,2021_134_S4,2021_1_S4,S4,2021_1,2021,2021_134,Species Rich Grassland,1,7,0.010886466,1,1,0,1,,134,323.7,CIL,NA,CIL_NA,0,0,0,0,0.218644868,NA,1.626283217,15.7758981
1874,2021_W20,2021_134_W20,2021_1_W20,W20,2021_1,2021,2021_134,Water Retention Site,1,11,0.352282618,7,8,1,7,,134,323.7,MA,2020,MA_2020,0,1,1,0,0.136594757,NA,0.981604567,7.646714974
1687,2021_P10,2021_138_P10,2021_1_P10,P10,2021_1,2021,2021_138,Pasture,1,16,0.242909407,1,2,0,2,,138,349.7,MA,2020,MA_2020,0,0,0,0,0.034722119,NA,0.203324293,1.154167711
1781,2021_R2,2021_138_R2,2021_1_R2,R2,2021_1,2021,2021_138,Road Verge,1,17,0.683966231,1,1,1,0,,138,349.7,MA,2020,MA_2020,0,1,0,1,0.426513529,NA,2.107903287,11.22246156
1892,2021_W6,2021_138_W6,2021_1_W6,W6,2021_1,2021,2021_138,Water Retention Site,1,9,0.242092136,0,0,0,0,,138,349.7,CIL,NA,CIL_NA,0,0,0,0,0.340343983,NA,1.657053247,8.457785259
1896,2021_W8,2021_138_W8,2021_1_W8,W8,2021_1,2021,2021_138,Water Retention Site,1,16,0.337733391,3,4,1,3,,138,349.7,CIL,NA,CIL_NA,0,1,0,1,0.023913707,NA,0.131778421,0.722102651
1605,2021_F20,2021_139_F20,2021_1_F20,F20,2021_1,2021,2021_139,Field Margin,1,8,2.168828372,3,4,0,4,,139,355,CIL,NA,CIL_NA,0,0,0,0,0.242266769,NA,1.56209882,8.970715777
1713,2021_P20,2021_139_P20,2021_1_P20,P20,2021_1,2021,2021_139,Pasture,1,7,0.531194053,0,0,0,0,,139,355,MA,2020,MA_2020,0,0,0,0,0.305742691,NA,1.81307997,7.966347983
1736,2021_P6,2021_139_P6,2021_1_P6,P6,2021_1,2021,2021_139,Pasture,1,13,0.747737503,4,10,0,10,,139,355,CIL,NA,CIL_NA,0,0,0,0,0.270849557,NA,1.847259793,11.98336678
1742,2021_P8,2021_139_P8,2021_1_P8,P8,2021_1,2021,2021_139,Pasture,1,11,0.404495581,4,4,0,4,,139,355,MA,2020,MA_2020,0,0,0,0,0.256643191,NA,1.483712481,6.180932786
1785,2021_R3,2021_139_R3,2021_1_R3,R3,2021_1,2021,2021_139,Road Verge,1,14,0.259475618,2,4,3,1,,139,355,CIL,NA,CIL_NA,0,3,0,3,0.252635215,NA,1.507309409,7.011769844
1791,2021_R5,2021_139_R5,2021_1_R5,R5,2021_1,2021,2021_139,Road Verge,1,20,0.195216375,1,1,1,0,,139,355,MA,2020,MA_2020,0,1,1,0,0.238095232,NA,1.370322533,5.777642756
1836,2021_W1,2021_139_W1,2021_1_W1,W1,2021_1,2021,2021_139,Water Retention Site,1,32,0.821844176,4,5,0,5,,139,355,MA,2020,MA_2020,0,0,0,0,0.272572992,NA,1.582434184,6.631431783
1429,2021_CF10,2021_140_CF10,2021_1_CF10,CF10,2021_1,2021,2021_140,Field Margin,1,2,0.006325728,1,1,1,0,,140,362.3,COL,NA,COL_NA,1,0,0,1,0.082667936,NA,0.686873391,4.466121482
1467,2021_CH5,2021_140_CH5,2021_1_CH5,CH5,2021_1,2021,2021_140,Hedge,1,1,0.03952,0,0,0,0,,140,362.3,COL,NA,COL_NA,0,0,0,0,0.021515966,NA,0.156653449,0.624510055
1471,2021_CH6,2021_140_CH6,2021_1_CH6,CH6,2021_1,2021,2021_140,Hedge,1,6,0.026170007,2,2,1,1,,140,362.3,COL,NA,COL_NA,1,0,0,1,0.025582338,NA,0.196599207,0.823161937
1487,2021_CP10,2021_140_CP10,2021_1_CP10,CP10,2021_1,2021,2021_140,Pasture,1,8,0.642083038,1,1,0,1,,140,362.3,COL,NA,COL_NA,0,0,0,0,0.286046491,NA,2.220264289,12.45773593
1499,2021_CP5,2021_140_CP5,2021_1_CP5,CP5,2021_1,2021,2021_140,Pasture,1,41,1.512061686,4,5,1,4,,140,362.3,COL,NA,COL_NA,1,0,0,1,0.138244541,NA,1.126206833,6.401208095
1538,2021_CR8,2021_140_CR8,2021_1_CR8,CR8,2021_1,2021,2021_140,Road Verge,1,17,0.252159232,1,1,1,0,,140,362.3,COL,NA,COL_NA,0,1,0,1,0.017814887,NA,0.145101568,0.636570379
1540,2021_CR9,2021_140_CR9,2021_1_CR9,CR9,2021_1,2021,2021_140,Road Verge,1,16,1.730382377,0,0,0,0,,140,362.3,COL,NA,COL_NA,0,0,0,0,0.047375369,NA,0.346205334,1.384802137
1558,2021_CW5,2021_140_CW5,2021_1_CW5,CW5,2021_1,2021,2021_140,Water Retention Site,1,20,0.405262661,7,11,3,8,,140,362.3,COL,NA,COL_NA,1,2,0,3,0.02184779,NA,0.163732342,0.764464107
1564,2021_CW8,2021_140_CW8,2021_1_CW8,CW8,2021_1,2021,2021_140,Water Retention Site,1,21,0.204051523,2,2,0,2,,140,362.3,COL,NA,COL_NA,0,0,0,0,0.102685729,NA,0.826214553,4.285488398
1567,2021_CW9,2021_140_CW9,2021_1_CW9,CW9,2021_1,2021,2021_140,Water Retention Site,1,19,0.196110267,1,1,0,1,,140,362.3,COL,NA,COL_NA,0,0,0,0,0.023083456,NA,0.204466723,0.979694906
1646,2021_H12,2021_140_H12,2021_1_H12,H12,2021_1,2021,2021_140,Hedge,1,5,2.040530853,5,15,10,5,,140,362.3,CIL,NA,CIL_NA,6,4,0,10,0.024979035,NA,0.17682237,0.668746879
1650,2021_H14,2021_140_H14,2021_1_H14,H14,2021_1,2021,2021_140,Hedge,1,5,0.697824253,3,3,1,2,,140,362.3,CIL,NA,CIL_NA,0,1,0,1,0.068232652,NA,0.510683047,2.509582927
1654,2021_H15,2021_140_H15,2021_1_H15,H15,2021_1,2021,2021_140,Hedge,1,5,0.036285987,0,0,0,0,,140,362.3,MA,2020,MA_2020,0,0,0,0,0.012596091,NA,0.098091627,0.444370119
1656,2021_H16,2021_140_H16,2021_1_H16,H16,2021_1,2021,2021_140,Hedge,1,3,0.115194153,3,4,3,1,,140,362.3,MA,2020,MA_2020,2,1,0,3,0.27353188,NA,2.131381073,11.43635397
1834,2021_S9,2021_140_S9,2021_1_S9,S9,2021_1,2021,2021_140,Species Rich Grassland,1,17,1.7858204,7,7,1,6,,140,362.3,CIL,NA,CIL_NA,1,0,0,1,0.246210859,NA,2.215553915,16.29884943
1591,2021_F16,2021_141_F16,2021_1_F16,F16,2021_1,2021,2021_141,Field Margin,1,8,0.197332471,0,0,0,0,,141,370.5,CIL,NA,CIL_NA,0,0,0,0,0.350780936,NA,3.11950965,15.41416131
1627,2021_F7,2021_141_F7,2021_1_F7,F7,2021_1,2021,2021_141,Field Margin,1,7,0.033796333,1,1,0,1,,141,370.5,MA,2020,MA_2020,0,0,0,0,0.296189346,NA,2.334099594,7.631460706
1697,2021_P14,2021_141_P14,2021_1_P14,P14,2021_1,2021,2021_141,Pasture,1,16,0.925259016,6,12,1,11,,141,370.5,CIL,NA,CIL_NA,0,1,0,1,0.262407425,NA,2.448369623,13.72547012
1704,2021_P18,2021_141_P18,2021_1_P18,P18,2021_1,2021,2021_141,Pasture,1,11,0.754060401,1,1,1,0,,141,370.5,MA,2020,MA_2020,0,1,0,1,0.304964564,NA,2.454840609,8.731465478
1772,2021_R17,2021_141_R17,2021_1_R17,R17,2021_1,2021,2021_141,Road Verge,1,9,0.187080334,0,0,0,0,,141,370.5,CIL,NA,CIL_NA,0,0,0,0,0.210956953,NA,1.663690689,5.392232706
